"ScanNumber, ScanNames, ScanPointNumber, Rates per bx, RateErr per bx"
Scan_1
1,X1,1
"{'2734': 1.9034427396036335e-05, '281': 1.8833606372936628e-05, '872': 1.9096281539532357e-05, '1783': 1.906691727526777e-05, '2774': 1.9228157134421055e-05, '2654': 1.880492554846569e-05, '81': 1.9113410598947666e-05, '1903': 1.9287504392195844e-05, '1983': 1.921898510772735e-05, '1943': 1.8247397974846535e-05, 'sum': 1.8975321245306988e-05, '952': 1.8941353300760965e-05, '1072': 1.951065596585977e-05, '41': 1.8975321245306988e-05, '1': 1.8834913498722015e-05, '1112': 1.9033831586057202e-05, '1032': 1.9096371306659422e-05, '912': 1.897113452287158e-05, '201': 1.9307407274027356e-05, '2814': 1.9547056490409885e-05, '992': 1.9370538711882546e-05, '2934': 1.836092851590365e-05, '2854': 2.0387507993291366e-05, '1152': 1.857488623500103e-05, '121': 1.9248453736508963e-05, '1863': 1.9576577142288442e-05, '241': 1.9000470001628855e-05, '161': 1.9006054981218767e-05, '2694': 1.9231117721574265e-05, '2894': 1.9377198168513132e-05, '1823': 1.9359001817065292e-05, '2023': 1.9764393755394849e-05, '2063': 1.9454456378298346e-05}"
"{'2734': 1.7395010521189153e-05, '281': 1.744338558435427e-05, '872': 1.688603939934789e-05, '1783': 1.7964180036263617e-05, '2774': 1.8077224012813531e-05, '2654': 1.7437937458453234e-05, '81': 1.7882889349291669e-05, '1903': 1.8242537609896521e-05, '1983': 1.719293893782176e-05, '1943': 1.7918079568820151e-05, 'sum': 7.9000086164645225e-05, '952': 1.6843196944036106e-05, '1072': 1.8389926076957232e-05, '41': 1.7975571356348359e-05, '1': 1.7409277006663615e-05, '1112': 1.6651520581945078e-05, '1032': 1.7542104766713844e-05, '912': 1.7813342361073915e-05, '201': 1.6759852365390139e-05, '2814': 1.7328899553427214e-05, '992': 1.8373175256177394e-05, '2934': 1.7150248469180144e-05, '2854': 1.6623622185660577e-05, '1152': 1.724104782220416e-05, '121': 1.7631258439602487e-05, '1863': 1.8093458796405077e-05, '241': 1.661259703824827e-05, '161': 1.7690900878935485e-05, '2694': 1.8037369045487139e-05, '2894': 1.7583992151533796e-05, '1823': 1.7904641734073972e-05, '2023': 1.8236099246375186e-05, '2063': 1.7838788456477534e-05}"
"{'2734': 3.9370077316102063e-07, '281': 5.6924371090218405e-07, '872': 5.0125202266750516e-07, '1783': 4.0730422593794153e-07, '2774': 4.0750659302043192e-07, '2654': 3.7483038381708233e-07, '81': 5.392485942236105e-07, '1903': 4.8633510994568793e-07, '1983': 4.3386244393061447e-07, '1943': 3.8529103499834773e-07, 'sum': 6.2138527143891144e-07, '952': 5.015708414223249e-07, '1072': 4.2193697359639575e-07, '41': 5.3578359909827173e-07, '1': 4.8313480223414353e-07, '1112': 3.8549589543667957e-07, '1032': 4.5408036068112723e-07, '912': 3.6084905511659913e-07, '201': 4.3763459912747157e-07, '2814': 4.4161919376484883e-07, '992': 3.6771520528000822e-07, '2934': 2.9633209392038624e-07, '2854': 4.1098025239335469e-07, '1152': 5.0854337600567183e-07, '121': 5.0360689017578394e-07, '1863': 4.8925166545221037e-07, '241': 3.7567351031896926e-07, '161': 4.2589345928088413e-07, '2694': 5.535067298201509e-07, '2894': 4.582142498097486e-07, '1823': 4.6750613547728357e-07, '2023': 4.6424052187104497e-07, '2063': 6.265263564750462e-07}"
2,Y1,2
"{'2734': 1.77483868355921e-05, '281': 1.7552535746290231e-05, '872': 1.7636279335420112e-05, '1783': 1.8535576782596763e-05, '2774': 1.8386208603260455e-05, '2654': 1.679163415246876e-05, '81': 1.726630694065534e-05, '1903': 1.7854446787168855e-05, '1983': 1.7455111310482609e-05, '1943': 1.7205725225721834e-05, 'sum': 3.7254519702401014e-05, '952': 1.7788307468435959e-05, '1072': 1.7964194148589742e-05, '41': 1.7728224702295847e-05, '1': 1.8199086025560973e-05, '1112': 1.7731746675053726e-05, '1032': 1.8283068038726923e-05, '912': 1.7734644688971458e-05, '201': 1.8434654157317711e-05, '2814': 1.8177626725446316e-05, '992': 1.7552880945004289e-05, '2934': 1.7936332460521955e-05, '2854': 1.8249190270580583e-05, '1152': 1.8143354827770965e-05, '121': 1.8339235430175906e-05, '1863': 1.9111164874630049e-05, '241': 1.7865442941911169e-05, '161': 1.764783269209147e-05, '2694': 1.8126843042409745e-05, '2894': 1.7137579652626302e-05, '1823': 1.8174994147557298e-05, '2023': 1.8063459447148488e-05, '2063': 1.8221471282231506e-05}"
"{'2734': 4.5623944545509557e-07, '281': 4.3893676859163336e-07, '872': 4.0863370809210761e-07, '1783': 4.318106943225461e-07, '2774': 5.9413570135744184e-07, '2654': 3.2501254408075171e-07, '81': 3.7258723209377205e-07, '1903': 4.8177300643171629e-07, '1983': 3.9113788246273165e-07, '1943': 4.7121806787594015e-07, 'sum': 6.7475046542247608e-07, '952': 4.2426518963088734e-07, '1072': 5.7696866284358306e-07, '41': 2.6996206900698268e-07, '1': 5.4985540548937385e-07, '1112': 4.763836681696742e-07, '1032': 4.2715648248910194e-07, '912': 2.8390371634435555e-07, '201': 5.4789456006163132e-07, '2814': 5.6025334099953487e-07, '992': 3.2036426265161206e-07, '2934': 3.9798195985640953e-07, '2854': 4.7325319874519432e-07, '1152': 4.8205842917471461e-07, '121': 4.6144220390195253e-07, '1863': 3.9450491829846158e-07, '241': 4.776503594337603e-07, '161': 3.2544231378157652e-07, '2694': 4.2619150522119422e-07, '2894': 3.2915983034560631e-07, '1823': 4.8867175195545199e-07, '2023': 4.468743718233398e-07, '2063': 5.7367371691992168e-07}"
2,Y1,3
"{'2734': 1.8654205086932051e-05, '281': 1.9307731599838006e-05, '872': 1.9031855936191276e-05, '1783': 1.863061233962071e-05, '2774': 1.8779419815473374e-05, '2654': 1.8505102252674989e-05, '81': 1.9559689144443836e-05, '1903': 1.9062867204411303e-05, '1983': 1.8337447863814303e-05, '1943': 1.8020112838712522e-05, 'sum': 5.6673273866181263e-05, '952': 1.8510421796236187e-05, '1072': 1.8155935140384827e-05, '41': 1.8270647206009017e-05, '1': 2.1918744278082158e-05, '1112': 1.901133255159948e-05, '1032': 1.8412185409033554e-05, '912': 1.8516326281314833e-05, '201': 1.902824515127577e-05, '2814': 1.8597662574393325e-05, '992': 1.8352525785303442e-05, '2934': 1.849943510023877e-05, '2854': 1.9467948277451796e-05, '1152': 1.9091852482233663e-05, '121': 1.8107622145180359e-05, '1863': 1.894063816507696e-05, '241': 2.0301346467022086e-05, '161': 1.6734416931285523e-05, '2694': 1.9348567502674995e-05, '2894': 1.9068632627750049e-05, '1823': 1.9548579348338536e-05, '2023': 1.9732985219889087e-05, '2063': 1.8691796640268876e-05}"
"{'2734': 6.3095163788466586e-07, '281': 5.8484836048990922e-07, '872': 4.4985897791616844e-07, '1783': 4.2200287608649127e-07, '2774': 5.6739631887201856e-07, '2654': 5.8215267487668902e-07, '81': 5.3730810837476306e-07, '1903': 5.1648853413259948e-07, '1983': 4.6537663432206122e-07, '1943': 4.9541977324278007e-07, 'sum': 8.7348470666317056e-07, '952': 4.4033682354285299e-07, '1072': 4.7958417018331635e-07, '41': 4.738408270506955e-07, '1': 7.6220836750602802e-07, '1112': 6.0761424225739087e-07, '1032': 5.4219314082624832e-07, '912': 6.0335730786468432e-07, '201': 7.0546255929904073e-07, '2814': 4.5073954842727378e-07, '992': 6.1653009726090326e-07, '2934': 5.0563714964297768e-07, '2854': 4.6082928867388543e-07, '1152': 5.8619992433056248e-07, '121': 4.3693038596771635e-07, '1863': 4.9296216240895147e-07, '241': 5.7956341796390125e-07, '161': 3.4211513302174616e-07, '2694': 5.0242543576982811e-07, '2894': 7.0968899040049045e-07, '1823': 3.6685082499107101e-07, '2023': 5.7860364079470974e-07, '2063': 5.1691605485520404e-07}"
2,Y1,4
"{'2734': 2.2032963706327503e-05, '281': 2.3432878438861255e-05, '872': 2.1674072214457402e-05, '1783': 2.2034821181717378e-05, '2774': 2.4313720228076962e-05, '2654': 2.206424697329854e-05, '81': 2.2239632016862743e-05, '1903': 2.2612255538421633e-05, '1983': 2.2182588987848967e-05, '1943': 2.2486829804716092e-05, 'sum': 7.7141531188604671e-05, '952': 2.3314755373193246e-05, '1072': 2.1967517712159623e-05, '41': 2.3873756091281967e-05, '1': 3.1868040375564688e-05, '1112': 2.3071893481660243e-05, '1032': 2.1879188735558847e-05, '912': 2.3870562903252185e-05, '201': 2.3730729911844001e-05, '2814': 2.2641653662216604e-05, '992': 2.18985990757478e-05, '2934': 2.1014398378994021e-05, '2854': 2.229346778461293e-05, '1152': 2.1904962379362825e-05, '121': 2.1264214745698202e-05, '1863': 2.3186289725249242e-05, '241': 2.3376319548237678e-05, '161': 2.1148754871989551e-05, '2694': 2.2396829655534883e-05, '2894': 2.1402927143897517e-05, '1823': 2.3242693810300951e-05, '2023': 2.2298721313219222e-05, '2063': 2.3478353748367609e-05}"
"{'2734': 8.4928405008226153e-07, '281': 6.3984539509291509e-07, '872': 6.4312558414678264e-07, '1783': 6.770805358322238e-07, '2774': 8.042957932997989e-07, '2654': 6.7061327488230294e-07, '81': 8.7369883349538796e-07, '1903': 8.0081611796460476e-07, '1983': 8.2139250624721875e-07, '1943': 6.5380738036944906e-07, 'sum': 1.579198678226984e-06, '952': 5.5635483164642106e-07, '1072': 6.3652080264555444e-07, '41': 5.9892216300861997e-07, '1': 1.1973926094500101e-06, '1112': 8.606948508756934e-07, '1032': 4.9052966865327781e-07, '912': 7.8770973116812284e-07, '201': 8.0946470432314298e-07, '2814': 7.1528990018116473e-07, '992': 7.7092645747819017e-07, '2934': 5.3443356062389006e-07, '2854': 5.6458599279707894e-07, '1152': 8.2169904234304043e-07, '121': 8.6009467757333394e-07, '1863': 6.5822669273571329e-07, '241': 6.4640076306448312e-07, '161': 6.9203189868981208e-07, '2694': 7.1449657062765835e-07, '2894': 7.9759989546005698e-07, '1823': 6.9645664634666738e-07, '2023': 5.6944092613064193e-07, '2063': 7.4441687564312981e-07}"
2,Y1,5
"{'2734': 3.3015720634322955e-05, '281': 3.526455274320477e-05, '872': 3.1920310759328697e-05, '1783': 3.1614424714414204e-05, '2774': 3.3975880988260831e-05, '2654': 3.5766691469593514e-05, '81': 3.5161271577970566e-05, '1903': 3.6631244112964179e-05, '1983': 3.6632162128195266e-05, '1943': 3.355065640981162e-05, 'sum': 0.00020875969953761486, '952': 3.708136108271949e-05, '1072': 3.4424355506321024e-05, '41': 3.8536048266809974e-05, '1': 6.682680166130395e-05, '1112': 3.4497050364734605e-05, '1032': 3.0806384050887767e-05, '912': 3.6503932470192301e-05, '201': 3.4203675999091696e-05, '2814': 3.4829356369109042e-05, '992': 3.355590333261429e-05, '2934': 3.2188340762666867e-05, '2854': 3.5711081804229729e-05, '1152': 3.7525210580880462e-05, '121': 3.4395108071437696e-05, '1863': 3.5903265789353388e-05, '241': 3.4912936251586012e-05, '161': 3.2364398736574097e-05, '2694': 3.3373189963688342e-05, '2894': 3.2812470875030973e-05, '1823': 3.5059218996474029e-05, '2023': 3.7997329663515923e-05, '2063': 3.3208783670009946e-05}"
"{'2734': 1.0826819855886769e-06, '281': 1.2202342239048094e-06, '872': 1.1140047389072628e-06, '1783': 1.2079013452533014e-06, '2774': 1.4544875939717304e-06, '2654': 1.2654299800196185e-06, '81': 1.5027597510317009e-06, '1903': 1.2027611186603743e-06, '1983': 1.2868666909884358e-06, '1943': 1.0392488538837972e-06, 'sum': 2.5267974395117398e-06, '952': 1.3630995294461784e-06, '1072': 9.75731104816029e-07, '41': 1.2505773701060091e-06, '1': 2.0506629648907691e-06, '1112': 1.4649953919681547e-06, '1032': 1.2441203958582422e-06, '912': 1.1328751753546964e-06, '201': 9.7939873481121019e-07, '2814': 1.0121582031685605e-06, '992': 1.248599712628869e-06, '2934': 1.5675735739927139e-06, '2854': 1.3701528209079346e-06, '1152': 1.5419593711840019e-06, '121': 8.8375616472228567e-07, '1863': 1.160726489926974e-06, '241': 1.1094530338602343e-06, '161': 1.228649324104663e-06, '2694': 1.304781722522388e-06, '2894': 1.1195207275462843e-06, '1823': 1.4921997416238987e-06, '2023': 1.678264741431518e-06, '2063': 1.1272215631914521e-06}"
2,Y1,6
"{'2734': 6.9052670733071869e-05, '281': 6.956726210773922e-05, '872': 6.529800539283315e-05, '1783': 6.3485242571914574e-05, '2774': 7.2700328200880906e-05, '2654': 6.8919764453312388e-05, '81': 7.2515457395638799e-05, '1903': 7.0056235017545987e-05, '1983': 7.1653562554274688e-05, '1943': 6.865202340122778e-05, 'sum': 0.0023933627293445171, '952': 7.6225259726925293e-05, '1072': 7.5575130176730459e-05, '41': 7.6088511195848693e-05, '1': 0.00017195412583532744, '1112': 7.4830534686043393e-05, '1032': 6.8178774017724206e-05, '912': 7.9287946209660729e-05, '201': 7.3758107828325595e-05, '2814': 6.6440017144486779e-05, '992': 7.2777056993800221e-05, '2934': 6.9258440453268117e-05, '2854': 7.4310052514192646e-05, '1152': 7.7553531082230623e-05, '121': 7.1818153446656649e-05, '1863': 7.0177610177779576e-05, '241': 7.6595227619691292e-05, '161': 6.1412013201334043e-05, '2694': 7.4783382115128918e-05, '2894': 7.1005111567501442e-05, '1823': 7.146414445742266e-05, '2023': 7.7324202538875395e-05, '2063': 7.0644822153553838e-05}"
"{'2734': 2.5212319800057662e-06, '281': 2.4178965967367883e-06, '872': 1.9361005546537723e-06, '1783': 2.4974877875935495e-06, '2774': 2.0870449685931892e-06, '2654': 1.7868907874708242e-06, '81': 2.6920997472142769e-06, '1903': 1.9517612337923197e-06, '1983': 2.2687145334801759e-06, '1943': 2.2197648227246608e-06, 'sum': 1.1370019482224989e-05, '952': 2.3091675997265812e-06, '1072': 1.6267914936984269e-06, '41': 2.31035688605152e-06, '1': 3.0161577052353051e-06, '1112': 2.8875294226966805e-06, '1032': 1.8601560497944179e-06, '912': 2.3341093859187299e-06, '201': 2.351137644259818e-06, '2814': 2.3107048052532117e-06, '992': 2.0944941704509437e-06, '2934': 2.6380839649129703e-06, '2854': 1.8227181338042707e-06, '1152': 2.2404763086423026e-06, '121': 1.5118305074211913e-06, '1863': 2.3140028722874199e-06, '241': 2.3648062376701507e-06, '161': 1.6311652505934938e-06, '2694': 2.7438524913273988e-06, '2894': 2.1534456741321125e-06, '1823': 2.1992747745268761e-06, '2023': 2.5089329249876724e-06, '2063': 1.9025994402966243e-06}"
2,Y1,7
"{'2734': 0.00017508320544086593, '281': 0.00018352133874462821, '872': 0.00016180464330031291, '1783': 0.00016621105743596623, '2774': 0.00018444032282691057, '2654': 0.0001665461459197104, '81': 0.00020097750453523507, '1903': 0.00019458933169708441, '1983': 0.00018693973451215578, '1943': 0.00016897970942265697, 'sum': 0.0060221616080717039, '952': 0.00019133070600219071, '1072': 0.00018727839051280171, '41': 0.00020266218205889394, '1': 0.00037552091433960751, '1112': 0.00019525303765763775, '1032': 0.00015463198666877456, '912': 0.00019305220216904817, '201': 0.00018265773618814389, '2814': 0.00016360161642200852, '992': 0.00017469759194155862, '2934': 0.00018199453341750135, '2854': 0.00018399810161147463, '1152': 0.00019377196057528061, '121': 0.00018811385349468574, '1863': 0.00018981037474555991, '241': 0.0001817877461067646, '161': 0.00015480204571136519, '2694': 0.00019261773482675811, '2894': 0.00018275794603763834, '1823': 0.00018959998698463956, '2023': 0.00019021286310530022, '2063': 0.00018291502860129664}"
"{'2734': 4.3966227822531335e-06, '281': 3.8268066806620401e-06, '872': 3.7635446397315924e-06, '1783': 3.6544070100954614e-06, '2774': 4.5166018933860015e-06, '2654': 3.9041657307738042e-06, '81': 4.7855990972193883e-06, '1903': 4.4140127419778343e-06, '1983': 4.14304876323052e-06, '1943': 3.2724709587374569e-06, 'sum': 2.3240246846333533e-05, '952': 3.7512855956980563e-06, '1072': 5.6631453220189684e-06, '41': 2.2977343813558421e-06, '1': 5.9618466566001068e-06, '1112': 3.8302848720253752e-06, '1032': 2.8830889526215152e-06, '912': 3.3542244723137315e-06, '201': 3.338964672374867e-06, '2814': 4.011095465892397e-06, '992': 3.5564527328763028e-06, '2934': 3.9111419496174575e-06, '2854': 4.1657627317012141e-06, '1152': 3.612242257758669e-06, '121': 3.1453192624230286e-06, '1863': 4.0631090998734419e-06, '241': 4.5798128973430164e-06, '161': 3.1520989937453156e-06, '2694': 3.8463036846253544e-06, '2894': 3.3187967527907175e-06, '1823': 3.7441808955295924e-06, '2023': 3.2731011670301575e-06, '2063': 3.5324567075403641e-06}"
2,Y1,8
"{'2734': 0.00047037492331583055, '281': 0.00051248040399514143, '872': 0.00044968071015318858, '1783': 0.00044563709816429763, '2774': 0.00050048786652041595, '2654': 0.00045183847105363385, '81': 0.00053282578592188661, '1903': 0.00051532835204852749, '1983': 0.00052706435963045806, '1943': 0.000453189953987021, 'sum': 0.016222595050930978, '952': 0.00053831001423532143, '1072': 0.00050700201099971307, '41': 0.00053344236803241072, '1': 0.00085823292611166837, '1112': 0.00050713926175376405, '1032': 0.00042259938927600158, '912': 0.00052625934185925873, '201': 0.00050110281881643459, '2814': 0.00045208673545857889, '992': 0.00047819551109569148, '2934': 0.00048789938737172636, '2854': 0.00050398148741805928, '1152': 0.00055295238998951388, '121': 0.00049477157881483436, '1863': 0.00051347021071705972, '241': 0.00049537293234607209, '161': 0.00043348539184080438, '2694': 0.00053192644700175153, '2894': 0.00049098322342615579, '1823': 0.00050693811499513686, '2023': 0.00053517951746471224, '2063': 0.00049235646292800084}"
"{'2734': 5.1321806720544599e-06, '281': 5.6599213765911937e-06, '872': 6.2469090648546318e-06, '1783': 5.4488841710381604e-06, '2774': 6.1981994201470596e-06, '2654': 5.2075362709320566e-06, '81': 6.3972666731339619e-06, '1903': 5.1250470409739028e-06, '1983': 5.7438849045641024e-06, '1943': 5.2368950846558637e-06, 'sum': 3.2317198954018891e-05, '952': 7.333864910046061e-06, '1072': 6.3774803657238406e-06, '41': 7.0080707606237497e-06, '1': 1.0363353266261269e-05, '1112': 5.4628674296194438e-06, '1032': 6.3657714594880689e-06, '912': 5.0673984173539103e-06, '201': 4.4959289567702748e-06, '2814': 7.6575194967804354e-06, '992': 6.501187321870714e-06, '2934': 5.8547104425842499e-06, '2854': 8.4033187154478177e-06, '1152': 8.6249934132306328e-06, '121': 6.7825327960324234e-06, '1863': 9.0677489433623596e-06, '241': 8.3687660340458021e-06, '161': 6.406494113707035e-06, '2694': 7.9054364981396399e-06, '2894': 6.8079254840686996e-06, '1823': 5.354460661801264e-06, '2023': 4.528575846677091e-06, '2063': 6.2155688930428404e-06}"
2,Y1,9
"{'2734': 0.001211152038242864, '281': 0.0012497473201763473, '872': 0.0011516042776699912, '1783': 0.0011301299949225626, '2774': 0.0012620774980046246, '2654': 0.0011399536099480955, '81': 0.0013002841365768721, '1903': 0.0012695260627783444, '1983': 0.0013035395746364405, '1943': 0.0011458256600522681, 'sum': 0.039978470457227605, '952': 0.0013336804389071308, '1072': 0.0012458549248740862, '41': 0.0013024493083847982, '1': 0.0016476068964326068, '1112': 0.0012858828382664605, '1032': 0.001050203275793281, '912': 0.0013119637855867807, '201': 0.0012687361235485266, '2814': 0.0011870062444359064, '992': 0.0012149192074215726, '2934': 0.0012435410355560873, '2854': 0.0012574397321594389, '1152': 0.0013021875944870867, '121': 0.0012170794285147597, '1863': 0.001307378927441804, '241': 0.0012644984587830933, '161': 0.0010506509110870723, '2694': 0.0012950228380137368, '2894': 0.0012400458493318997, '1823': 0.0012376885799887149, '2023': 0.0013342450593451136, '2063': 0.0012165492057408158}"
"{'2734': 1.2081089027118688e-05, '281': 1.2586563404119424e-05, '872': 1.0210957962524245e-05, '1783': 1.079689810401838e-05, '2774': 1.0627653645939119e-05, '2654': 9.5388601365027391e-06, '81': 1.0855848189388347e-05, '1903': 1.0780749973817277e-05, '1983': 9.7838655999523631e-06, '1943': 9.3720424588210806e-06, 'sum': 8.443454601051825e-05, '952': 1.3019372129231101e-05, '1072': 1.1912332369445877e-05, '41': 8.7666378537443226e-06, '1': 1.2968572081516941e-05, '1112': 9.6719162035792817e-06, '1032': 1.2140342070261625e-05, '912': 1.114119686029647e-05, '201': 1.3636671546009208e-05, '2814': 9.8258739219762757e-06, '992': 1.0087786023929626e-05, '2934': 1.0725937247086986e-05, '2854': 1.1317033612735512e-05, '1152': 1.4078157278229392e-05, '121': 1.209117673508271e-05, '1863': 1.2622919594197879e-05, '241': 6.7688756430310077e-06, '161': 1.3954866381347848e-05, '2694': 8.9178153492848818e-06, '2894': 7.8518325034705317e-06, '1823': 9.3455578845098402e-06, '2023': 1.220444706448751e-05, '2063': 9.3557224764110328e-06}"
2,Y1,10
"{'2734': 0.0025405175096931912, '281': 0.0026159299581888177, '872': 0.0023727144802077895, '1783': 0.0023572307656563466, '2774': 0.0025919443439869653, '2654': 0.0024483656133746819, '81': 0.0026845124971476338, '1903': 0.0026097712772233145, '1983': 0.0026987801039857523, '1943': 0.0024507044748003992, 'sum': 0.082947645513784321, '952': 0.0027684116115172706, '1072': 0.0026254830549338032, '41': 0.002636495390019956, '1': 0.0027045807025084891, '1112': 0.0026683627649964322, '1032': 0.0022325298771084775, '912': 0.0027757555778537479, '201': 0.0026255026348822172, '2814': 0.0024560410085888136, '992': 0.0025314891910446541, '2934': 0.0025812607103337846, '2854': 0.0026632618779937425, '1152': 0.0027383720901395592, '121': 0.0025200710986696536, '1863': 0.0027687860808024802, '241': 0.0026430384300294377, '161': 0.0022686954720744063, '2694': 0.0027548163308806365, '2894': 0.0026358790096959899, '1823': 0.00262082414701581, '2023': 0.0027936007494905163, '2063': 0.0025639158141400132}"
"{'2734': 1.1083505576217063e-05, '281': 1.7739120409145986e-05, '872': 1.3812181708052204e-05, '1783': 1.5661717160263251e-05, '2774': 1.4154410524720158e-05, '2654': 1.099590874993378e-05, '81': 1.5952845607281488e-05, '1903': 1.3724852262887704e-05, '1983': 1.7466392188631982e-05, '1943': 1.2587795521725956e-05, 'sum': 7.4319092310048119e-05, '952': 1.7267660167499127e-05, '1072': 1.6761050942575758e-05, '41': 1.0685245430457487e-05, '1': 1.2974100604446958e-05, '1112': 1.2248855756100288e-05, '1032': 1.2184462673989164e-05, '912': 1.3747485137095285e-05, '201': 1.7327604670714285e-05, '2814': 1.3397911267331865e-05, '992': 1.4060514322690837e-05, '2934': 1.4222309411880947e-05, '2854': 1.6091469658387436e-05, '1152': 1.4211897781689136e-05, '121': 1.3560707470788569e-05, '1863': 2.0070879148058083e-05, '241': 1.4980194963543803e-05, '161': 1.5062930428014345e-05, '2694': 1.8481607268887003e-05, '2894': 1.4524956686306931e-05, '1823': 1.3202200081037149e-05, '2023': 1.156246539142439e-05, '2063': 1.304515980870559e-05}"
2,Y1,11
"{'2734': 0.00427171456006666, '281': 0.0043290959567659432, '872': 0.0040018340805545449, '1783': 0.0039764454510683818, '2774': 0.0043576553256975282, '2654': 0.0041201694661544431, '81': 0.0045532860482732458, '1903': 0.0043555465268178117, '1983': 0.0044876718634946477, '1943': 0.004139760897184412, 'sum': 0.138075343436665, '952': 0.0046051368117332458, '1072': 0.0044133726041764021, '41': 0.0043269128590408303, '1': 0.0038546125094095864, '1112': 0.0044906724296096302, '1032': 0.0037904191995039582, '912': 0.0045698592439293861, '201': 0.0043975763126379913, '2814': 0.0041882798023935817, '992': 0.0042293607257306576, '2934': 0.0043179322706742417, '2854': 0.0044533951828877134, '1152': 0.0044358000935365753, '121': 0.0042051191493454911, '1863': 0.004592137514717049, '241': 0.0044581939000636339, '161': 0.0038383781728852126, '2694': 0.0045589037343031829, '2894': 0.0044013622423840892, '1823': 0.0043952068469176693, '2023': 0.0046918333456334137, '2063': 0.0042676954892360503}"
"{'2734': 2.0187453960486876e-05, '281': 2.1189974537316754e-05, '872': 2.3516056158770966e-05, '1783': 1.8440094771585144e-05, '2774': 1.9995372093887383e-05, '2654': 1.8726924152560281e-05, '81': 2.3117143980505442e-05, '1903': 1.7824396735399488e-05, '1983': 1.9976188835343365e-05, '1943': 1.8127859895077995e-05, 'sum': 0.00011678951658239837, '952': 1.8748186592911875e-05, '1072': 1.4740585301314078e-05, '41': 1.7018009286700588e-05, '1': 1.418982220439956e-05, '1112': 2.0874878670883764e-05, '1032': 1.3047654433167192e-05, '912': 1.8534745802435253e-05, '201': 2.1655993958983891e-05, '2814': 2.6702347425217569e-05, '992': 2.0819630238001173e-05, '2934': 3.1782672324508134e-05, '2854': 1.2999287536703596e-05, '1152': 1.6049323888572837e-05, '121': 1.7537817773603559e-05, '1863': 2.0677683026800404e-05, '241': 2.212793730246606e-05, '161': 1.3582441668336469e-05, '2694': 2.3500429349758839e-05, '2894': 1.5674312367203043e-05, '1823': 1.8388794233881358e-05, '2023': 2.5130613832383423e-05, '2063': 1.720919296811301e-05}"
2,Y1,12
"{'2734': 0.0057557210277177787, '281': 0.0057946302143758845, '872': 0.0053581798351124716, '1783': 0.0053254950203393634, '2774': 0.0058152053358131338, '2654': 0.0055496494383796263, '81': 0.0060497233889212736, '1903': 0.005809815747565345, '1983': 0.0060716830193996429, '1943': 0.0056259647796028543, 'sum': 0.18515483329170629, '952': 0.0061064174055661027, '1072': 0.0059445516304358053, '41': 0.0057454287368608149, '1': 0.0047143993065937567, '1112': 0.0059593573310657549, '1032': 0.0050894490345136118, '912': 0.0061343186289856307, '201': 0.005927836890087316, '2814': 0.0056874329028160945, '992': 0.0056991498721273319, '2934': 0.0058120251388141982, '2854': 0.0060599622267641521, '1152': 0.0059670144201893552, '121': 0.0056158933347385184, '1863': 0.0062468767313188624, '241': 0.0060407816383399463, '161': 0.005153250512912085, '2694': 0.0062448622805899691, '2894': 0.0059512020823986904, '1823': 0.00584515887557676, '2023': 0.0063132540763993009, '2063': 0.0057401427705036966}"
"{'2734': 2.4598862009132864e-05, '281': 2.5746010722512342e-05, '872': 2.2057552494378971e-05, '1783': 2.2471864324953774e-05, '2774': 2.8400691911928715e-05, '2654': 2.5030242690150937e-05, '81': 1.7762534571979453e-05, '1903': 2.4289954249883536e-05, '1983': 1.7866432227185681e-05, '1943': 2.1278942196507157e-05, 'sum': 0.00014704746958259016, '952': 2.4889078382655433e-05, '1072': 2.4447989704616358e-05, '41': 3.2334273374202032e-05, '1': 2.26940222073187e-05, '1112': 2.429286576001871e-05, '1032': 2.826262408301765e-05, '912': 1.9193246858441868e-05, '201': 1.7849982599834714e-05, '2814': 2.0978614237219808e-05, '992': 2.2596542904562101e-05, '2934': 2.3121171461568164e-05, '2854': 3.0865463369166499e-05, '1152': 2.7533271488611413e-05, '121': 2.1758152584934309e-05, '1863': 2.3101293138160844e-05, '241': 2.0119861139777953e-05, '161': 2.093129591868939e-05, '2694': 2.4154072870219542e-05, '2894': 1.9926751669767488e-05, '1823': 1.5143139212140266e-05, '2023': 2.525887161640506e-05, '2063': 1.882210834460296e-05}"
2,Y1,13
"{'2734': 0.0063424242793449336, '281': 0.0063382220188421866, '872': 0.0058722017953793211, '1783': 0.0058797094749198069, '2774': 0.0064273966653716, '2654': 0.0060954250927482334, '81': 0.0066387599245423361, '1903': 0.0063867807787443909, '1983': 0.006641741487241927, '1943': 0.0061480728244142869, 'sum': 0.20291692160424732, '952': 0.0067021307047633897, '1072': 0.0065068751351819148, '41': 0.0062671762092837268, '1': 0.0050220647161560395, '1112': 0.0065423293660084409, '1032': 0.0055632963998331914, '912': 0.0066881693810934111, '201': 0.0064844452953409584, '2814': 0.0062036475920606224, '992': 0.006219713704749232, '2934': 0.0064331699561859879, '2854': 0.0066186506079421153, '1152': 0.0065296546423009461, '121': 0.0061404354027694182, '1863': 0.0068653448529186704, '241': 0.0066905427014543901, '161': 0.0056903368039500149, '2694': 0.0068425912010882583, '2894': 0.0065029537793071497, '1823': 0.006405718425022704, '2023': 0.006918854590150572, '2063': 0.0063080895647761367}"
